"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Record1","Input.Record2","Input.Record3","Input.Record4","Input.Label","Answer.one-out.label","Approve","Reject"
"3T5ZXGO9DETN5BOSNDCV9HM7VB8ZQU","3YT1BAKETIU046W2A6WFUKLJGIFPHO","Select the item that is different (CS4145)","Select the item that is different from all the others","CS4145, crowd computing","$0.00","Wed Jun 03 10:32:03 PDT 2020","7","BatchId:281475;OriginalHitTemplateId:921587268;","3600","259200","Wed Jun 10 10:32:03 PDT 2020","","","39ZSFO5CA91SK9OZC2YFK7QMIWIJUE","A3CDL9X2B4QWOB","Approved","Fri Jun 05 06:27:53 PDT 2020","Fri Jun 05 06:28:45 PDT 2020","Mon Jun 08 06:28:45 PDT 2020","Mon Jun 08 06:29:07 PDT 2020","","","52","100% (30/30)","100% (30/30)","100% (30/30)","'Fraggment an sich I (Weltentraum)'","'005-Fragment an sich I'","'Fragment an sich I'","'Fragment an sich I - Weltentraum'","0","n/a"
"3T5ZXGO9DETN5BOSNDCV9HM7VB8ZQU","3YT1BAKETIU046W2A6WFUKLJGIFPHO","Select the item that is different (CS4145)","Select the item that is different from all the others","CS4145, crowd computing","$0.00","Wed Jun 03 10:32:03 PDT 2020","7","BatchId:281475;OriginalHitTemplateId:921587268;","3600","259200","Wed Jun 10 10:32:03 PDT 2020","","","3FTYUGLFSVQYW8YS154W9X3TEVUD5E","A2236R33CMX70Q","Submitted","Sat Jun 06 12:24:58 PDT 2020","Sat Jun 06 12:25:07 PDT 2020","Tue Jun 09 12:25:07 PDT 2020","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","'Fraggment an sich I (Weltentraum)'","'005-Fragment an sich I'","'Fragment an sich I'","'Fragment an sich I - Weltentraum'","0","n/a"
"3T5ZXGO9DETN5BOSNDCV9HM7VB8ZQU","3YT1BAKETIU046W2A6WFUKLJGIFPHO","Select the item that is different (CS4145)","Select the item that is different from all the others","CS4145, crowd computing","$0.00","Wed Jun 03 10:32:03 PDT 2020","7","BatchId:281475;OriginalHitTemplateId:921587268;","3600","259200","Wed Jun 10 10:32:03 PDT 2020","","","3GNA64GUZF9SLH2X6RAG9WASXAK5QC","A22B5CLRFQ9EUX","Submitted","Sun Jun 07 04:17:31 PDT 2020","Sun Jun 07 04:17:37 PDT 2020","Wed Jun 10 04:17:37 PDT 2020","","","","6","100% (18/18)","100% (18/18)","100% (18/18)","'Fraggment an sich I (Weltentraum)'","'005-Fragment an sich I'","'Fragment an sich I'","'Fragment an sich I - Weltentraum'","0","n/a"
"3T5ZXGO9DETN5BOSNDCV9HM7VB8ZQU","3YT1BAKETIU046W2A6WFUKLJGIFPHO","Select the item that is different (CS4145)","Select the item that is different from all the others","CS4145, crowd computing","$0.00","Wed Jun 03 10:32:03 PDT 2020","7","BatchId:281475;OriginalHitTemplateId:921587268;","3600","259200","Wed Jun 10 10:32:03 PDT 2020","","","3HWRJOOET674UGA39WSO8QV6SR5SEQ","A1PWXDN9K3L4E3","Submitted","Mon Jun 08 05:43:04 PDT 2020","Mon Jun 08 05:43:12 PDT 2020","Thu Jun 11 05:43:12 PDT 2020","","","","8","100% (15/15)","100% (15/15)","100% (15/15)","'Fraggment an sich I (Weltentraum)'","'005-Fragment an sich I'","'Fragment an sich I'","'Fragment an sich I - Weltentraum'","0","n/a"
"3T5ZXGO9DETN5BOSNDCV9HM7VB8ZQU","3YT1BAKETIU046W2A6WFUKLJGIFPHO","Select the item that is different (CS4145)","Select the item that is different from all the others","CS4145, crowd computing","$0.00","Wed Jun 03 10:32:03 PDT 2020","7","BatchId:281475;OriginalHitTemplateId:921587268;","3600","259200","Wed Jun 10 10:32:03 PDT 2020","","","3IAS3U3I0GLDIEHL5QBSG0CHR0SB25","A2ZCIU7Z17MHHZ","Submitted","Sun Jun 07 05:49:23 PDT 2020","Sun Jun 07 05:49:39 PDT 2020","Wed Jun 10 05:49:39 PDT 2020","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","'Fraggment an sich I (Weltentraum)'","'005-Fragment an sich I'","'Fragment an sich I'","'Fragment an sich I - Weltentraum'","0","n/a"
"3T5ZXGO9DETN5BOSNDCV9HM7VB8ZQU","3YT1BAKETIU046W2A6WFUKLJGIFPHO","Select the item that is different (CS4145)","Select the item that is different from all the others","CS4145, crowd computing","$0.00","Wed Jun 03 10:32:03 PDT 2020","7","BatchId:281475;OriginalHitTemplateId:921587268;","3600","259200","Wed Jun 10 10:32:03 PDT 2020","","","3LQ8PUHQFMXRKCY9UL6GPRMWB9VHI3","A2PKM8RIR0R3KX","Submitted","Mon Jun 08 04:31:46 PDT 2020","Mon Jun 08 04:32:30 PDT 2020","Thu Jun 11 04:32:30 PDT 2020","","","","44","100% (15/15)","100% (15/15)","100% (15/15)","'Fraggment an sich I (Weltentraum)'","'005-Fragment an sich I'","'Fragment an sich I'","'Fragment an sich I - Weltentraum'","0","n/a"
"3T5ZXGO9DETN5BOSNDCV9HM7VB8ZQU","3YT1BAKETIU046W2A6WFUKLJGIFPHO","Select the item that is different (CS4145)","Select the item that is different from all the others","CS4145, crowd computing","$0.00","Wed Jun 03 10:32:03 PDT 2020","7","BatchId:281475;OriginalHitTemplateId:921587268;","3600","259200","Wed Jun 10 10:32:03 PDT 2020","","","3VAR3R6G1Q68NN8JPCPFWBPJKZ38O9","A3FFYWZLVBQDM6","Submitted","Sun Jun 07 05:32:41 PDT 2020","Sun Jun 07 05:33:03 PDT 2020","Wed Jun 10 05:33:03 PDT 2020","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","'Fraggment an sich I (Weltentraum)'","'005-Fragment an sich I'","'Fragment an sich I'","'Fragment an sich I - Weltentraum'","0","n/a"
"3NRZ1LDP7WB25ZNDN0X69CWXQFMZP3","3YT1BAKETIU046W2A6WFUKLJGIFPHO","Select the item that is different (CS4145)","Select the item that is different from all the others","CS4145, crowd computing","$0.00","Wed Jun 03 10:32:03 PDT 2020","7","BatchId:281475;OriginalHitTemplateId:921587268;","3600","259200","Wed Jun 10 10:32:03 PDT 2020","","","30BXRYBRP529L7IEJ2AVQIV4QKRWHN","A3FFYWZLVBQDM6","Submitted","Sun Jun 07 05:35:06 PDT 2020","Sun Jun 07 05:35:24 PDT 2020","Wed Jun 10 05:35:24 PDT 2020","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","""Véronique Rivière - Baby, I'm a Want You"" ","'Sono come tu mi vuoi'","""013-Baby, I'm a Want You"" ","""Baby, I'm a Want You - Véronique Rivière"" ","2","Item 1"
"3NRZ1LDP7WB25ZNDN0X69CWXQFMZP3","3YT1BAKETIU046W2A6WFUKLJGIFPHO","Select the item that is different (CS4145)","Select the item that is different from all the others","CS4145, crowd computing","$0.00","Wed Jun 03 10:32:03 PDT 2020","7","BatchId:281475;OriginalHitTemplateId:921587268;","3600","259200","Wed Jun 10 10:32:03 PDT 2020","","","34S6N1K2ZWOTAD6FFO3TH7EOSDPHLH","A2PKM8RIR0R3KX","Submitted","Mon Jun 08 04:33:09 PDT 2020","Mon Jun 08 04:33:23 PDT 2020","Thu Jun 11 04:33:23 PDT 2020","","","","14","100% (15/15)","100% (15/15)","100% (15/15)","""Véronique Rivière - Baby, I'm a Want You"" ","'Sono come tu mi vuoi'","""013-Baby, I'm a Want You"" ","""Baby, I'm a Want You - Véronique Rivière"" ","2","Item 2"
"3NRZ1LDP7WB25ZNDN0X69CWXQFMZP3","3YT1BAKETIU046W2A6WFUKLJGIFPHO","Select the item that is different (CS4145)","Select the item that is different from all the others","CS4145, crowd computing","$0.00","Wed Jun 03 10:32:03 PDT 2020","7","BatchId:281475;OriginalHitTemplateId:921587268;","3600","259200","Wed Jun 10 10:32:03 PDT 2020","","","36TFCYNS45FOA7N4T76HS19BZMVHXZ","A3CDL9X2B4QWOB","Approved","Fri Jun 05 06:25:07 PDT 2020","Fri Jun 05 06:25:16 PDT 2020","Mon Jun 08 06:25:16 PDT 2020","Mon Jun 08 06:26:07 PDT 2020","","","9","100% (30/30)","100% (30/30)","100% (30/30)","""Véronique Rivière - Baby, I'm a Want You"" ","'Sono come tu mi vuoi'","""013-Baby, I'm a Want You"" ","""Baby, I'm a Want You - Véronique Rivière"" ","2","Item 2"
